evidence,source_log,run_id,seq,host_ns,cpu,global_icount,model_ns,visible_ns,window_ns,slope_q32,event,counter_ticks
measured,probe-memory-buffer,run,0,46600,0,0,0,0,1000000,0,update,0
measured,probe-memory-buffer,run,1,480600,0,0,0,0,1000000,16777216,resume,0
measured,probe-memory-buffer,run,2,808100,0,0,0,1282,1000000,16777216,read,80
measured,probe-memory-buffer,run,3,847400,0,0,0,1436,1000000,16777216,read,89
measured,probe-memory-buffer,run,4,872100,0,0,0,1532,1000000,16777216,read,95
measured,probe-memory-buffer,run,5,872600,0,0,0,1535,1000000,16777216,read,95
measured,probe-memory-buffer,run,6,873000,0,0,0,1536,1000000,16777216,read,96
measured,probe-memory-buffer,run,7,873400,0,0,0,1538,1000000,16777216,read,96
measured,probe-memory-buffer,run,8,873900,0,0,0,1539,1000000,16777216,read,96
measured,probe-memory-buffer,run,9,874300,0,0,0,1541,1000000,16777216,read,96
measured,probe-memory-buffer,run,10,874700,0,0,0,1543,1000000,16777216,read,96
measured,probe-memory-buffer,run,11,875200,0,0,0,1544,1000000,16777216,read,96
measured,probe-memory-buffer,run,12,875600,0,0,0,1546,1000000,16777216,read,96
measured,probe-memory-buffer,run,13,876000,0,0,0,1548,1000000,16777216,read,96
measured,probe-memory-buffer,run,14,876400,0,0,0,1550,1000000,16777216,read,96
measured,probe-memory-buffer,run,15,876900,0,0,0,1551,1000000,16777216,read,96
measured,probe-memory-buffer,run,16,877300,0,0,0,1553,1000000,16777216,read,97
measured,probe-memory-buffer,run,17,877700,0,0,0,1555,1000000,16777216,read,97
measured,probe-memory-buffer,run,18,878200,0,0,0,1556,1000000,16777216,read,97
measured,probe-memory-buffer,run,19,878600,0,0,0,1558,1000000,16777216,read,97
measured,probe-memory-buffer,run,20,879000,0,0,0,1560,1000000,16777216,read,97
measured,probe-memory-buffer,run,21,879500,0,0,0,1561,1000000,16777216,read,97
measured,probe-memory-buffer,run,22,879900,0,0,0,1563,1000000,16777216,read,97
measured,probe-memory-buffer,run,23,880300,0,0,0,1565,1000000,16777216,read,97
measured,probe-memory-buffer,run,24,880700,0,0,0,1566,1000000,16777216,read,97
measured,probe-memory-buffer,run,25,881200,0,0,0,1568,1000000,16777216,read,98
measured,probe-memory-buffer,run,26,883100,0,0,0,1575,1000000,16777216,read,98
measured,probe-memory-buffer,run,27,883500,0,0,0,1577,1000000,16777216,read,98
measured,probe-memory-buffer,run,28,883900,0,0,0,1579,1000000,16777216,read,98
measured,probe-memory-buffer,run,29,884400,0,0,0,1580,1000000,16777216,read,98
measured,probe-memory-buffer,run,30,884800,0,0,0,1582,1000000,16777216,read,98
measured,probe-memory-buffer,run,31,885200,0,0,0,1584,1000000,16777216,read,99
measured,probe-memory-buffer,run,32,885600,0,0,0,1585,1000000,16777216,read,99
measured,probe-memory-buffer,run,33,886100,0,0,0,1587,1000000,16777216,read,99
measured,probe-memory-buffer,run,34,886500,0,0,0,1589,1000000,16777216,read,99
measured,probe-memory-buffer,run,35,886900,0,0,0,1591,1000000,16777216,read,99
measured,probe-memory-buffer,run,36,887300,0,0,0,1592,1000000,16777216,read,99
measured,probe-memory-buffer,run,37,887800,0,0,0,1594,1000000,16777216,read,99
measured,probe-memory-buffer,run,38,888200,0,0,0,1596,1000000,16777216,read,99
measured,probe-memory-buffer,run,39,888600,0,0,0,1597,1000000,16777216,read,99
measured,probe-memory-buffer,run,40,889100,0,0,0,1599,1000000,16777216,read,99
measured,probe-memory-buffer,run,41,889500,0,0,0,1601,1000000,16777216,read,100
measured,probe-memory-buffer,run,42,889900,0,0,0,1602,1000000,16777216,read,100
